id,Job_Type,Short,Element,Work_Categories,Work_Sub_Category_Types,Work_Sub_Category_Attributes,Medium
895501,PORTABLE APPLIANCE,ANNUAL TEST - ONLY ITEM,ELECTRICAL,Testing,Portable Appliance Electrical Equipment,Annual Testing,"Portable Appliance:Annual inspection, electrical testing, certification and labelling of Client’s owned portable appliance of any type, provide written report to CR (only item tested)."
895503,PORTABLE APPLIANCE,ANNUAL TEST - 2-3 ITEMS,ELECTRICAL,Testing,Portable Appliance Electrical Equipment,Annual Testing,"Portable Appliance:Annual inspection, electrical testing, certification and labelling of Client’s owned portable appliance of any type, provide written report to CR (2-3 items tested at one location)."
895505,PORTABLE APPLIANCE,ANNUAL TEST - 4-10 ITEMS,ELECTRICAL,Testing,Portable Appliance Electrical Equipment,Annual Testing,"Portable Appliance:Annual inspection, electrical testing, certification, labelling of Client’s owned portable appliance of any type, provide written report to CR (4-10 items tested at one location)."
895507,PORTABLE APPLIANCE,ANNUAL TEST - OVER 10 ITEMS,ELECTRICAL,Testing,Portable Appliance Electrical Equipment,Annual Testing,"Portable Appliance:Annual inspection, electrical testing, certification, label of Client’s owned portable appliance of any type, provide written report to CR (over 10 items tested at one location)."
896001,TEST,UNOCCUPIED PROPERTY CERTIFICATE,ELECTRICAL,Testing,Testing,Unoccupied Property,"Test:Test domestic installation to unoccupied property complete, disconnect repair and renew as necessary illegal wiring and components, and provide report and NICEIC test certificate to CR."
896003,TEST,UNOCCUPIED PROPERTY REPORT,ELECTRICAL,Testing,Testing,Unoccupied Property,Test:Test domestic installation to unoccupied property complete disconnect illegal wiring and components and report to CR (any repairs required to be ordered separately).
898001,CLIENT INSPECTION,ELECTRICAL,ELECTRICAL,Fault Locating/Minor Repairs,Fault Locating,,Client Inspection:Undertake client inspection and testing etc and report to CR (any repairs required to be ordered must be instructed by CR)
921001,CONSUMER UNIT,REPOSITION,DISABLED ADAPTATIONS AND MINOR WORKS,Electrical Works,Consumer Units,,"Consumer Unit:Disconnect, remove and reposition any consumer unit to suit wheelchair access and reconnect, test and make good."
923001,SWITCH,REPLACE WITH WIDE ROCKER,DISABLED ADAPTATIONS AND MINOR WORKS,Electrical Works,Switch Plate,,Switch:Replace any switch plate with wide rocker switch plate including make all connections and electrical tests.
923003,SWITCH,LOWER ANY SWITCH,DISABLED ADAPTATIONS AND MINOR WORKS,Electrical Works,Switch Plate,,"Switch:Lower height of any existing switch plate wiring run in mini-trunking, blanking plate to existing switch, new surface mounted switch plate and box, connections, tests, make good."
924001,THERMOSTAT,LOWER POSITION,DISABLED ADAPTATIONS AND MINOR WORKS,Electrical Works,Thermostat,,"Thermostat:Lower height of room thermostat, wiring run in mini-trunking, blanking plate to existing thermostat outlet, refix existing thermostat in lower position, connections, tests, make good."
932001,SMOKE DETECTOR,VISUAL AID TYPE,DISABLED ADAPTATIONS AND MINOR WORKS,Communications System,Smoke Detector,,Smoke Detector:Supply and install smoke detector incorporating strobe type visual aid including all wiring an connection to electrical supply and make good to all finishes.
941001,GRAB BAR,SUPPLY 305MM STRAIGHT,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Grabrails,"Proprietary - Stainless Steel, Polyester Coated, or Reinforced Plastic as Specified","Grab Bar:Supply and fix 32mm diameter, 2 flange proprietary straight grab bar 305mm long of any type specified by Client Representative, fixed to any background, all plugging, make good finishes."
941002,GRAB BAR,SUPPLY 450MM STRAIGHT,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Grabrails,"Proprietary - Stainless Steel, Polyester Coated, or Reinforced Plastic as Specified","Grab Bar:Supply and fix 32mm diameter, 2 flange proprietary straight grab bar 450mm long of any type specified by Client Representative, fixed to any background, all plugging, make good finishes."
941003,GRAB BAR,SUPPLY NE 610MM STRAIGHT,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Grabrails,"Proprietary - Stainless Steel, Polyester Coated, or Reinforced Plastic as Specified","Grab Bar:Supply and fix 32mm diameter, 2 flange proprietary straight grab bar ne 610mm long of any type specified by Client Representative, fixed to any background, all plugging, make good."
941005,GRAB BAR,SUPPLY NE 1219MM STRAIGHT,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Grabrails,"Proprietary - Stainless Steel, Polyester Coated, or Reinforced Plastic as Specified","Grab Bar:Supply and fix 32mm diameter, 3 flange proprietary straight grab bar ne 1219mm long of any type specified by Client Representative, fixed to any background all plugging, make good."
941007,GRAB BAR,SUPPLY 305/305MM ANGLED,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Grabrails,"Proprietary - Stainless Steel, Polyester Coated, or Reinforced Plastic as Specified","Grab Bar:Supply and fix 32mm diameter, 2 flange proprietary angled grab bar 305x305mm of any type specified by Client Representative, fixed to any background, all plugging, make good finishes."
941009,GRAB BAR,SUPPLY 213/813MM ANGLED,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Grabrails,"Proprietary - Stainless Steel, Polyester Coated, or Reinforced Plastic as Specified","Grab Bar:Supply and fix 32mm diameter, 2 flange proprietary angled grab bar 203x813mm of any type specified by Client Representative, fixed to any background, all plugging, make good finishes."
941011,GRAB BAR,SUPPLY 406/813MM ANGLED,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Grabrails,"Proprietary - Stainless Steel, Polyester Coated, or Reinforced Plastic as Specified","Grab Bar:Supply and fix 32mm diameter, 3 flange proprietary angled grab bar 406x813mm of any type specified by Client Representative, fixed to any background, all plugging, make good finishes."
941013,GRAB BAR,SUPPLY 508/1016MM ANGLED,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Grabrails,"Proprietary - Stainless Steel, Polyester Coated, or Reinforced Plastic as Specified","Grab Bar:Supply and fix 32mm diameter, 3 flange proprietary angled grab bar 508x1016mm of any type specified by Client Representative, fixed to any background, all plugging, make good finishes."
941015,GRAB BAR,SUPPLY 762/838MM FREESTANDING,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Grabrails,"Proprietary - Stainless Steel, Polyester Coated, or Reinforced Plastic as Specified","Grab Bar:Supply and fix 32mm diameter, 2 flange or 3 flange proprietary freestanding grab bar 762x838mm of any type specified by Client Representative, fixed to any background, make good."
941017,GRAB BAR,SUPPLY OVERLAP BATH,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Grabrails,"Proprietary - Stainless Steel, Polyester Coated, or Reinforced Plastic as Specified","Grab Bar:Supply and fix 32mm diameter, 2 flange proprietary overlap grab bar to bath, ne 457x230x511mm high of any type specified by Client Representative, fixed to any background."
941019,GRAB BAR,SUPPLY 914/305MM BATH,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Grabrails,"Proprietary - Stainless Steel, Polyester Coated, or Reinforced Plastic as Specified","Grab Bar:Supply and fix 32mm diameter, 3 flange proprietary specialised grab bar to bath, 914x305x813mm high of any type specified by Client Representative, fixed to any background."
941021,GRAB BAR,SUPPLY NE1219/305MM BATH,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Grabrails,"Proprietary - Stainless Steel, Polyester Coated, or Reinforced Plastic as Specified","Grab Bar:Supply and fix 32mm diameter, 3 flange proprietary specialised grab bar to bath, ne 1219x305x813mm high of any type specified by Client Representative, fixed to background."
941023,GRAB BAR,SUPPLY 914/305/813 BATH,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Grabrails,"Proprietary - Stainless Steel, Polyester Coated, or Reinforced Plastic as Specified","Grab Bar:Supply and fix 32mm diameter, 4 flange proprietary specialised grab bar to bath, 914x305x813mm high of any type specified by Client Representative, fixed to any background."
941025,GRAB BAR,SUPPLY 914/305/305 BATH,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Grabrails,"Proprietary - Stainless Steel, Polyester Coated, or Reinforced Plastic as Specified","Grab Bar:Supply and fix 32mm diameter, 4 flange proprietary specialised grab bar to bath, 914x305x305mm high of any type specified by Client Representative, fixed to any background."
941027,GRAB BAR,SUPPLY 610/610/508 WC,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Grabrails,"Proprietary - Stainless Steel, Polyester Coated, or Reinforced Plastic as Specified","Grab Bar:Supply and fix 32mm diameter, 4 flange proprietary specialised grab bar to wc 610x610x508mm high of any type specified by Client Representative, fixed to any background."
941029,GRAB BAR,SUPPLY 610/610/813 SHOWER,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Grabrails,"Proprietary - Stainless Steel, Polyester Coated, or Reinforced Plastic as Specified","Grab Bar:Supply and fix 32mm diameter, 4 flange proprietary vert/horiz. grab bar to shower, 610x610x813m m high of any type specified by Client Representative, fixed to any background."
941031,GRAB BAR,SUPPLY 508/1016/813 SHOWER,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Grabrails,"Proprietary - Stainless Steel, Polyester Coated, or Reinforced Plastic as Specified","Grab Bar:Supply and fix 32mm diameter, 4 flange proprietary vert/horiz. grab bar to shower, 508x1016x813mm high of any type specified by Client Representative, fixed to any background."
941033,GRAB BAR,SUPPLY 610/1219/813 SHOWER,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Grabrails,"Proprietary - Stainless Steel, Polyester Coated, or Reinforced Plastic as Specified","Grab Bar:Supply and fix 32mm diameter, 4 flange proprietary vert/horiz. grab bar to shower, 610x1219x813mm high of any type specified by Client Representative, fixed to any background."
941035,GRAB BAR,SUPPLY 914/914/813 SHOWER,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Grabrails,"Proprietary - Stainless Steel, Polyester Coated, or Reinforced Plastic as Specified","Grab Bar:Supply and fix 32mm diameter, 5 flange proprietary vert/horiz. grab bar to shower, 914x914x813mm high of any type specified by Client Representative, fixed to any background."
941037,GRAB BAR,SUPPLY SWING ASIDE,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Grabrails,"Proprietary - Stainless Steel, Polyester Coated, or Reinforced Plastic as Specified","Grab Bar:Supply and fix 32mm diameter, 2 flange proprietary swing aside movable grab bar ne 700x965mm of any type specified by Client Representative, fixed to any background."
941039,GRAB BAR,SUPPLY SWING UP,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Grabrails,"Proprietary - Stainless Steel, Polyester Coated, or Reinforced Plastic as Specified","Grab Bar:Supply and fix 32mm diameter, 2 flange proprietary swing up movable grab bar of any type specified by Client Representative, fixed to any background all plugging and make good finishes."
941041,GRAB BAR,REMOVE AND REFIX,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Grabrails,"Proprietary - Stainless Steel, Polyester Coated, or Reinforced Plastic as Specified",Grab Bar:Remove any type of grab bar and refix in new position to any background wall and floor including all plugging and make good.
941043,GRAB BAR,RETURN TO STORE,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Grabrails,"Proprietary - Stainless Steel, Polyester Coated, or Reinforced Plastic as Specified","Grab Bar:Return to store, carefully remove any type of grab bar, make good finishes and transport to store."
941045,GRAB BAR,SUPPLY VERTICAL POLE,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Handrails,,"Grab Bar:Supply and fix 35mm diameter, 2 flange proprietary vertical pole grab bar average length 2.70m of any type specified by Client Representative, fixed to any background, make good."
943001,HANDRAIL,SUPPLY PROPRIETARY TO WALL,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Balustrading,,"Handrail:Supply and fix ne 45mm diameter anodised aluminium or polyester coated proprietary wall mounted handrailing fixed level or to gradient, brackets, ends, angles, etc, make good."
943005,BALUSTRADE,SUPPLY AND FIX PROPRIETARY 1.1M HIGH,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Handrails,,"Balustrade:Supply and fix ne 45mm diameter anodised aluminium or polyester coated proprietary balustrade ne 1100mm high fixed to level or gradient, ends, angles, etc, make good finishes."
943009,HANDRAIL,SUPPLY AND FIX MOPSTICK ON BRACKETS,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Handrails,,"Handrail:Supply and fix 50x50mm softwood mopstick handrail on and including brackets, fixed to walls, make good finishes and decorate."
943017,HANDRAIL,SUPPLY AND FIX KEE KLAMP TO WALL,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Balustrading,,"Handrail:Supply and fix galvanised mild steel tubular kee-klamp wall mounted handrail comprising 48mm diameter rails and brackets fixed level or to gradient to wall, make good finishes and decorate."
943019,BALUSTRADE,SUPPLY AND FIX KEE KLAMP,DISABLED ADAPTATIONS AND MINOR WORKS,Grab Rails Handrails and Balustrades,Balustrading,,"Balustrades:Supply and fix galvanised mild steel tubular kee-klamp balustrade, ne 1100mm high comprising 48mm diameter horizontal rails and standards at 1m centres, set in mortices, decorate."
952001,TAPS,RENEW WITH BASIN LEVERS - PAIR,DISABLED ADAPTATIONS AND MINOR WORKS,Plumbing Works,Taps,,"Taps:Renew pair of taps to wash hand basin with pair of 15mm ceramic disc lever taps including, turn water off/on, connect pipework, remove/refix basin, test on completion and make good."
